"subject","age","sex","spain","spanish","consent","type","trial","exp","item","dependency","length","rating","z.score.rating"
"S8",39,"female","yes","yes","yes","filler_gram","14","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_ungram","15","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","wh_long","16","exp","19","wh","long","6",0.330199158547539
"S8",39,"female","yes","yes","yes","filler_ungram","17","filler",NA,NA,NA,"6",0.330199158547539
"S8",39,"female","yes","yes","yes","filler_ungram","18","filler",NA,NA,NA,"3",-1.53445491325033
"S8",39,"female","yes","yes","yes","filler_gram","19","filler",NA,NA,NA,"5",-0.291352198718416
"S8",39,"female","yes","yes","yes","filler_ungram","20","filler",NA,NA,NA,"6",0.330199158547539
"S8",39,"female","yes","yes","yes","wh_short","21","exp","21","wh","short","7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_gram","22","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_ungram","23","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_ungram","24","filler",NA,NA,NA,"1",-2.77755762778224
"S8",39,"female","yes","yes","yes","local_long","25","exp","2","local","long","6",0.330199158547539
"S8",39,"female","yes","yes","yes","filler_ungram","26","filler",NA,NA,NA,"5",-0.291352198718416
"S8",39,"female","yes","yes","yes","filler_ungram","27","filler",NA,NA,NA,"4",-0.912903555984372
"S8",39,"female","yes","yes","yes","filler_gram","28","filler",NA,NA,NA,"4",-0.912903555984372
"S8",39,"female","yes","yes","yes","local_long","29","exp","18","local","long","6",0.330199158547539
"S8",39,"female","yes","yes","yes","filler_ungram","30","filler",NA,NA,NA,"4",-0.912903555984372
"S8",39,"female","yes","yes","yes","filler_ungram","31","filler",NA,NA,NA,"4",-0.912903555984372
"S8",39,"female","yes","yes","yes","filler_gram","32","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","wh_short","33","exp","9","wh","short","7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_ungram","34","filler",NA,NA,NA,"6",0.330199158547539
"S8",39,"female","yes","yes","yes","filler_ungram","35","filler",NA,NA,NA,"3",-1.53445491325033
"S8",39,"female","yes","yes","yes","filler_gram","36","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","local_short","37","exp","16","local","short","7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_ungram","38","filler",NA,NA,NA,"6",0.330199158547539
"S8",39,"female","yes","yes","yes","filler_ungram","39","filler",NA,NA,NA,"3",-1.53445491325033
"S8",39,"female","yes","yes","yes","wh_long","40","exp","11","wh","long","7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_gram","41","filler",NA,NA,NA,"6",0.330199158547539
"S8",39,"female","yes","yes","yes","filler_ungram","42","filler",NA,NA,NA,"3",-1.53445491325033
"S8",39,"female","yes","yes","yes","filler_ungram","43","filler",NA,NA,NA,"4",-0.912903555984372
"S8",39,"female","yes","yes","yes","local_short","44","exp","24","local","short","2",-2.15600627051628
"S8",39,"female","yes","yes","yes","filler_ungram","45","filler",NA,NA,NA,"3",-1.53445491325033
"S8",39,"female","yes","yes","yes","filler_gram","46","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_gram","47","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","wh_long","48","exp","23","wh","long","7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_ungram","49","filler",NA,NA,NA,"5",-0.291352198718416
"S8",39,"female","yes","yes","yes","filler_gram","50","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_ungram","51","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","wh_long","52","exp","3","wh","long","7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_gram","53","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_ungram","54","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_ungram","55","filler",NA,NA,NA,"5",-0.291352198718416
"S8",39,"female","yes","yes","yes","wh_short","56","exp","5","wh","short","4",-0.912903555984372
"S8",39,"female","yes","yes","yes","filler_ungram","57","filler",NA,NA,NA,"4",-0.912903555984372
"S8",39,"female","yes","yes","yes","filler_gram","58","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_ungram","59","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","local_long","60","exp","10","local","long","6",0.330199158547539
"S8",39,"female","yes","yes","yes","filler_ungram","61","filler",NA,NA,NA,"6",0.330199158547539
"S8",39,"female","yes","yes","yes","filler_ungram","62","filler",NA,NA,NA,"5",-0.291352198718416
"S8",39,"female","yes","yes","yes","filler_ungram","63","filler",NA,NA,NA,"5",-0.291352198718416
"S8",39,"female","yes","yes","yes","local_short","64","exp","20","local","short","5",-0.291352198718416
"S8",39,"female","yes","yes","yes","filler_ungram","65","filler",NA,NA,NA,"4",-0.912903555984372
"S8",39,"female","yes","yes","yes","filler_gram","66","filler",NA,NA,NA,"4",-0.912903555984372
"S8",39,"female","yes","yes","yes","filler_ungram","67","filler",NA,NA,NA,"4",-0.912903555984372
"S8",39,"female","yes","yes","yes","wh_short","68","exp","17","wh","short","7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_ungram","69","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_ungram","70","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_ungram","71","filler",NA,NA,NA,"4",-0.912903555984372
"S8",39,"female","yes","yes","yes","wh_short","72","exp","13","wh","short","7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_ungram","73","filler",NA,NA,NA,"4",-0.912903555984372
"S8",39,"female","yes","yes","yes","filler_gram","74","filler",NA,NA,NA,"5",-0.291352198718416
"S8",39,"female","yes","yes","yes","filler_gram","75","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","wh_long","76","exp","7","wh","long","7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_ungram","77","filler",NA,NA,NA,"3",-1.53445491325033
"S8",39,"female","yes","yes","yes","filler_ungram","78","filler",NA,NA,NA,"3",-1.53445491325033
"S8",39,"female","yes","yes","yes","filler_gram","79","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_gram","80","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","local_long","81","exp","22","local","long","7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_gram","82","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_ungram","83","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_gram","84","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","local_short","85","exp","12","local","short","7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_ungram","86","filler",NA,NA,NA,"5",-0.291352198718416
"S8",39,"female","yes","yes","yes","filler_ungram","87","filler",NA,NA,NA,"5",-0.291352198718416
"S8",39,"female","yes","yes","yes","filler_gram","88","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","local_short","89","exp","4","local","short","7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_gram","90","filler",NA,NA,NA,"6",0.330199158547539
"S8",39,"female","yes","yes","yes","filler_gram","91","filler",NA,NA,NA,"7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_ungram","92","filler",NA,NA,NA,"5",-0.291352198718416
"S8",39,"female","yes","yes","yes","local_long","93","exp","6","local","long","7",0.951750515813494
"S8",39,"female","yes","yes","yes","filler_gram","94","filler",NA,NA,NA,"6",0.330199158547539
"S8",39,"female","yes","yes","yes","filler_ungram","95","filler",NA,NA,NA,"4",-0.912903555984372
"S8",39,"female","yes","yes","yes","wh_short","96","exp","1","wh","short","7",0.951750515813494
"S9",45,"female","yes","yes","yes","filler_ungram","1","filler",NA,NA,NA,"3",-1.12634714960476
"S9",45,"female","yes","yes","yes","filler_gram","2","filler",NA,NA,NA,"5",-0.194197784414614
"S9",45,"female","yes","yes","yes","filler_ungram","3","filler",NA,NA,NA,"1",-2.0584965147949
"S9",45,"female","yes","yes","yes","wh_short","4","exp","24","wh","short","4",-0.660272467009686
"S9",45,"female","yes","yes","yes","filler_ungram","5","filler",NA,NA,NA,"3",-1.12634714960476
"S9",45,"female","yes","yes","yes","filler_gram","6","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","7","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_gram","8","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","local_long","9","exp","1","local","long","7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","10","filler",NA,NA,NA,"4",-0.660272467009686
"S9",45,"female","yes","yes","yes","filler_ungram","11","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","wh_long","12","exp","2","wh","long","3",-1.12634714960476
"S9",45,"female","yes","yes","yes","filler_ungram","13","filler",NA,NA,NA,"1",-2.0584965147949
"S9",45,"female","yes","yes","yes","filler_ungram","14","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","15","filler",NA,NA,NA,"3",-1.12634714960476
"S9",45,"female","yes","yes","yes","wh_short","16","exp","12","wh","short","7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_gram","17","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_gram","18","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_gram","19","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","20","filler",NA,NA,NA,"1",-2.0584965147949
"S9",45,"female","yes","yes","yes","wh_short","21","exp","16","wh","short","6",0.271876898180459
"S9",45,"female","yes","yes","yes","filler_gram","22","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","23","filler",NA,NA,NA,"4",-0.660272467009686
"S9",45,"female","yes","yes","yes","filler_ungram","24","filler",NA,NA,NA,"4",-0.660272467009686
"S9",45,"female","yes","yes","yes","wh_long","25","exp","6","wh","long","7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_gram","26","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","27","filler",NA,NA,NA,"3",-1.12634714960476
"S9",45,"female","yes","yes","yes","filler_ungram","28","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","local_short","29","exp","15","local","short","7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","30","filler",NA,NA,NA,"4",-0.660272467009686
"S9",45,"female","yes","yes","yes","filler_ungram","31","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_gram","32","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","wh_long","33","exp","10","wh","long","7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_gram","34","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_gram","35","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_gram","36","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","wh_short","37","exp","8","wh","short","7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","38","filler",NA,NA,NA,"2",-1.59242183219983
"S9",45,"female","yes","yes","yes","filler_gram","39","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","local_short","40","exp","7","local","short","3",-1.12634714960476
"S9",45,"female","yes","yes","yes","filler_gram","41","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_gram","42","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_gram","43","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","wh_long","44","exp","22","wh","long","7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_gram","45","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","46","filler",NA,NA,NA,"4",-0.660272467009686
"S9",45,"female","yes","yes","yes","filler_ungram","47","filler",NA,NA,NA,"3",-1.12634714960476
"S9",45,"female","yes","yes","yes","wh_short","48","exp","4","wh","short","7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_gram","49","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","50","filler",NA,NA,NA,"2",-1.59242183219983
"S9",45,"female","yes","yes","yes","filler_ungram","51","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","local_short","52","exp","19","local","short","7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","53","filler",NA,NA,NA,"1",-2.0584965147949
"S9",45,"female","yes","yes","yes","filler_gram","54","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","55","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","wh_long","56","exp","18","wh","long","7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","57","filler",NA,NA,NA,"1",-2.0584965147949
"S9",45,"female","yes","yes","yes","filler_ungram","58","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","59","filler",NA,NA,NA,"6",0.271876898180459
"S9",45,"female","yes","yes","yes","local_long","60","exp","21","local","long","7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","61","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","62","filler",NA,NA,NA,"3",-1.12634714960476
"S9",45,"female","yes","yes","yes","filler_ungram","63","filler",NA,NA,NA,"3",-1.12634714960476
"S9",45,"female","yes","yes","yes","local_short","64","exp","11","local","short","5",-0.194197784414614
"S9",45,"female","yes","yes","yes","filler_ungram","65","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_gram","66","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_gram","67","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","local_short","68","exp","23","local","short","7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_gram","69","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","70","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","71","filler",NA,NA,NA,"3",-1.12634714960476
"S9",45,"female","yes","yes","yes","wh_long","72","exp","14","wh","long","7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_gram","73","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","74","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","75","filler",NA,NA,NA,"2",-1.59242183219983
"S9",45,"female","yes","yes","yes","wh_short","76","exp","20","wh","short","7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_gram","77","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","78","filler",NA,NA,NA,"4",-0.660272467009686
"S9",45,"female","yes","yes","yes","filler_ungram","79","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","80","filler",NA,NA,NA,"1",-2.0584965147949
"S9",45,"female","yes","yes","yes","local_long","81","exp","17","local","long","7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","82","filler",NA,NA,NA,"1",-2.0584965147949
"S9",45,"female","yes","yes","yes","filler_ungram","83","filler",NA,NA,NA,"1",-2.0584965147949
"S9",45,"female","yes","yes","yes","filler_ungram","84","filler",NA,NA,NA,"3",-1.12634714960476
"S9",45,"female","yes","yes","yes","local_long","85","exp","5","local","long","5",-0.194197784414614
"S9",45,"female","yes","yes","yes","filler_ungram","86","filler",NA,NA,NA,"4",-0.660272467009686
"S9",45,"female","yes","yes","yes","filler_ungram","87","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","88","filler",NA,NA,NA,"6",0.271876898180459
"S9",45,"female","yes","yes","yes","local_short","89","exp","3","local","short","6",0.271876898180459
"S9",45,"female","yes","yes","yes","filler_ungram","90","filler",NA,NA,NA,"6",0.271876898180459
"S9",45,"female","yes","yes","yes","filler_ungram","91","filler",NA,NA,NA,"7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","92","filler",NA,NA,NA,"2",-1.59242183219983
"S9",45,"female","yes","yes","yes","local_long","93","exp","13","local","long","7",0.737951580775531
"S9",45,"female","yes","yes","yes","filler_ungram","94","filler",NA,NA,NA,"2",-1.59242183219983
